# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,enotes,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,6301 Moraga Dr.,,,,,113269,,2/18/2014,,Carmichael,,0,4/15/2015 3:47:46 PM,,"$43,886.00","$302,401.00",,,,"$300,000.00",34-69,,,,,,02,67447-423,Class 3,Thomas Kelly Elementary School (san Juan Unified School District),Alterations to 1-Classroom Building,School (K-12),,10/29/2013,,,,NA,,,95608,$0.00,$0.00,,,,113269,,34-69,,34,34-69,San Juan Unified School District,02  113269,,"$346,287.00",0,0,,02,Thomas Kelly Elementary School (san Juan Unified School District),67447-423,0,6301 Moraga Dr.,Thomas Kelly Elementary School (san Juan Unified School District),Alterations to 1-Classroom Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113269
0,6601 Trajan Dr,,,,,108756,,8/21/2007,,Orangrvle,Invoice #5320 for $837.87 paid 3/5/12 (KU);***(1)Year extension approved by Dan Levernier on 11/11/09 to expire on 11/28/2010. (sg),0,3/16/2012 10:37:46 AM,,"$164,289.00","$2,093,700.00",,,DSA 143 approved on 10/24/11 to reduce scope for phase 2---skd 2/10/12,"$1,370,850.00",34-69,,,,,,02,67447-195,Class 3,Trajan E.s. (san Juan Unified Sd),"Alteration to M.P. Bldg, 7 C.R. Bldg/s",School (K-12),,3/19/2007,,,,NA,,,95662,,,,,,108756,11/28/2010,34-69,,34,34-69,San Juan Unified School District,02  108756,DSA 143 approved on 10/24/11 to reduce scope for phase 2---skd 2/10/12,"$2,257,989.00",0,0,Invoice #5320 for $837.87 paid 3/5/12 (KU);***(1)Year extension approved by Dan Levernier on 11/11/09 to expire on 11/28/2010. (sg),02,Trajan E.s. (san Juan Unified Sd),67447-195,0,6601 Trajan Dr,Trajan E.s. (san Juan Unified Sd),"Alteration to M.P. Bldg, 7 C.R. Bldg/s",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108756
0,6601 Trajan Drive,,,,,112569,,6/4/2012,,Orangevale,Anthey Arroyo picked up plans & specs. on 6/4/12 (cs);,0,12/10/2013,,$0.00,"$39,510.00",,,,"$50,000.00",34-69,,,,,,02,67447-389,Class 4,Trajan Elementary School (san Juan Unified School District),Relocation of 3-Classroom Buildings (Relocatable),School (K-12),,6/4/2012,,,,NA,,,95662,,,,,,112569,,34-69,,34,34-69,San Juan Unified School District,02  112569,,"$39,510.00",0,0,Anthey Arroyo picked up plans & specs. on 6/4/12 (cs);,02,Trajan Elementary School (san Juan Unified School District),67447-389,0,6601 Trajan Drive,Trajan Elementary School (san Juan Unified School District),Relocation of 3-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112569
0,6601 Trajan Drive,,,,,112324,,5/3/2012,,Orangevale,Construction of temporary HCD coaches removed from scope via Chris Flatt on 1/23/12 (si).; Anthony Arroyo picked up plans & specs. on 5/4/12 (cs);,0,3/4/2014 4:37:33 PM,,"$101,733.82","$895,314.00",,,,"$1,300,000.00",34-69,,,,,,02,67447-372,Class 3,Trajan Elementary School (san Juan Unified School District),Alterations to 4-Classroom Buildings,School (K-12),,1/5/2012,,,,NA,,,95662,,,,,,112324,,34-69,1/23/2012,34,34-69,San Juan Unified School District,02  112324,,"$997,047.82",0,0,Construction of temporary HCD coaches removed from scope via Chris Flatt on 1/23/12 (si).; Anthony Arroyo picked up plans & specs. on 5/4/12 (cs);,02,Trajan Elementary School (san Juan Unified School District),67447-372,0,6601 Trajan Drive,Trajan Elementary School (san Juan Unified School District),Alterations to 4-Classroom Buildings,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112324
0,5515 Main Avenue,,,,,116960,,10/30/2018,,Orangevale,"7/2/19 Invoice 02-8548 for $32,500.00 paid; check was received and deposited by DGS/Fiscal services (AR)",0,10/1/2020 9:08:13 AM,,"$189,780.00","$2,475,000.00",,,,"$80,000.00",34-69,,,,,,02,67447-563,Class 3,Twin Lake Elementary School (san Juan Unified School District),"Alterations to 9-Classroom Buildings, 1-Administration Building / Multi-purpose Building",School (K-12),,8/7/2018,,,,NA,,,95621,$0.00,$0.00,,,,116960,,34-69,,34,34-69,San Juan Unified School District,02  116960,,"$2,852,392.00",0,0,"7/2/19 Invoice 02-8548 for $32,500.00 paid; check was received and deposited by DGS/Fiscal services (AR)",02,Twin Lake Elementary School (san Juan Unified School District),67447-563,0,5515 Main Avenue,Twin Lake Elementary School (san Juan Unified School District),"Alterations to 9-Classroom Buildings, 1-Administration Building / Multi-purpose Building",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=116960
0,5515 Main Ave.,,,,,113007,,11/25/2013,,Orangevale,,0,3/3/2015 9:23:10 AM,,$0.00,"$116,975.00",,,,"$175,000.00",34-69,,,,,,02,67447-403,Class 3,Twin Lakes Elementary School (san Juan Unified School District),"Alterations to 9-Fire Alarm upgrade - Classroom Buildings, 1-Fire Alarm upgrade - Multi-Use Building",School (K-12),,5/15/2013,,,,NA,,,95662,$0.00,$0.00,,,,113007,,34-69,,34,34-69,San Juan Unified School District,02  113007,,"$116,975.00",0,0,,02,Twin Lakes Elementary School (san Juan Unified School District),67447-403,0,5515 Main Ave.,Twin Lakes Elementary School (san Juan Unified School District),"Alterations to 9-Fire Alarm upgrade - Classroom Buildings, 1-Fire Alarm upgrade - Multi-Use Building",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113007
0,5515 Main Ave.,,,,,114530,,,,Orangevale,,0,,,$0.00,$0.00,,,,"$46,000.00",34-69,,,,,,02,67447-478,Class 3,Twin Lakes Elementary School (san Juan Unified School District),Alterations to 1-Multi-purpose Building,School (K-12),,8/11/2015,,,,NA,,,95662,$0.00,$0.00,,,,114530,,34-69,,34,34-69,San Juan Unified School District,02  114530,,$0.00,0,0,,02,Twin Lakes Elementary School (san Juan Unified School District),67447-478,0,5515 Main Ave.,Twin Lakes Elementary School (san Juan Unified School District),Alterations to 1-Multi-purpose Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114530
0,5515 Main Avenue,,,,,101829,,6/27/2000,,Orangevale,"**Re-exam Fee for $500.00 paid on 9/17/13(ch)**
SAN JUAN UNIFIED SD 3827 WALNUT AVE CARMICHAEL 95609
Entire scope constructed  GF  9/13/2001
No further fee required  GF 9/13/2001",0,10/24/2013 4:47:14 PM,,"$17,651.39",$0.00,,,,"$614,165.00",34-69,,,,,,02,N/A,Class 1,Twin Lakes Elementary School (san Juan Unified Sd),CONSTRUCTION OF TWO CLASSROOM BLDGS,School (K-12),,1/3/2000,,,,NA,,,95662,$0.00,$0.00,,,,101829,,34-69,,34,34-69,San Juan Unified School District,02  101829,,"$17,651.39",0,0,"**Re-exam Fee for $500.00 paid on 9/17/13(ch)**
SAN JUAN UNIFIED SD 3827 WALNUT AVE CARMICHAEL 95609
Entire scope constructed  GF  9/13/2001
No further fee required  GF 9/13/2001",02,Twin Lakes Elementary School (san Juan Unified Sd),N/A,0,5515 Main Avenue,Twin Lakes Elementary School (san Juan Unified Sd),CONSTRUCTION OF TWO CLASSROOM BLDGS,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101829
0,Various,,,,,101153,,5/18/1999,,Carmichael,"REVISED ESTIMATED COST 4/21/99            NEW ESTIMATED COST IN CONCRACTED AMT BOX IS $1,831,277; REOPEN FEE $150 PAID 10/29/08 (KU); Invoice #4438 for $365.75 paid 10/7/09 (KU)",,10/12/2009,,"$10,553.90","$1,881,691.00",,,,"$1,562,477.00",34-69/H8,,,,,,02,N/A,Class 4 & RBIP,Various,"CONST. OF NINE CLSRM. BLDGS. (1 EA. @ BARRETT, CASA ROBLES, HOLST, WHITNEY & NORTHRIDGE, 2 EA. @ CHURCHILL & KENNETH) AND TWO TOILET BLDGS. (1 EA. @ CHURCHILL & KENNETH) (RELOCATABLE)",School (K-12),,4/13/1999,,,,NA,,,95608,,,,,,101153,,34-69,,34,34-69,San Juan Unified School District,02  101153,,"$1,892,244.90",,,"REVISED ESTIMATED COST 4/21/99            NEW ESTIMATED COST IN CONCRACTED AMT BOX IS $1,831,277; REOPEN FEE $150 PAID 10/29/08 (KU); Invoice #4438 for $365.75 paid 10/7/09 (KU)",02,Various,N/A,,Various,Various,"CONST. OF NINE CLSRM. BLDGS. (1 EA. @ BARRETT, CASA ROBLES, HOLST, WHITNEY & NORTHRIDGE, 2 EA. @ CHURCHILL & KENNETH) AND TWO TOILET BLDGS. (1 EA. @ CHURCHILL & KENNETH) (RELOCATABLE)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101153
0,Various,,,,,100366,,6/22/1998,,Sacramento & Carmichael,Entire scope constructed   GF  2/24/2000,,10/4/2013,,"$3,071.00",$0.00,,,,"$216,000.00",34-69,,,,,,02,,Class 1,Various,"ALTS. TO SEVEN DOH TRAILERS (ELEC. & FIRE ALARM - FOUNDATIONS & RAMPS)(1 EA, @ CARMICHAEL, COTTAGE, THOMAS KELLY, GARFIELD, GREER, RIO AMERICANO & SKYCREST)",School (K-12),,5/1/1998,,,,NA,,,,,,,,,100366,,34-69,,34,34-69,San Juan Unified School District,02  100366,,"$3,071.00",,,Entire scope constructed   GF  2/24/2000,02,Various,,,Various,Various,"ALTS. TO SEVEN DOH TRAILERS (ELEC. & FIRE ALARM - FOUNDATIONS & RAMPS)(1 EA, @ CARMICHAEL, COTTAGE, THOMAS KELLY, GARFIELD, GREER, RIO AMERICANO & SKYCREST)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100366
0,Various,,,,,100064,,1/14/1998,,Various,"**Re-exam Fee for $500.00 paid on 7/1/13(ch)**
SCHWEITZER - 4350 GLENRIDGE DR., 
PASADENA AVE - 4330 PASADENA AVE.,
CREEKSIDE - 2641 KENT DRIVE
WHITNEY AVE - 4248 WHITNEY AVE.,
DYER-KELLY - 2236 EDISON AVENUE
GREEN-OAKS 7145 FILBERT AVE. ORANGEVALE 95662",0,7/9/2013 6:19:28 PM,,$0.00,"$203,591.00",,,,"$279,201.00",34-69,,,,,,02,N/A,Class 1,Various,"Construction of 6-Classroom Buildings (Relocatable): (1) each at Creekside ES, Green Oaks ES, Dyer Kelly ES, Whitney ES, Pasadena ES and Schweitzer ES",School (K-12),,12/15/1997,,,,NA,,,VARIOUS,$0.00,$0.00,,,,100064,,34-69,,34,34-69,San Juan Unified School District,02  100064,,"$203,591.00",0,0,"**Re-exam Fee for $500.00 paid on 7/1/13(ch)**
SCHWEITZER - 4350 GLENRIDGE DR., 
PASADENA AVE - 4330 PASADENA AVE.,
CREEKSIDE - 2641 KENT DRIVE
WHITNEY AVE - 4248 WHITNEY AVE.,
DYER-KELLY - 2236 EDISON AVENUE
GREEN-OAKS 7145 FILBERT AVE. ORANGEVALE 95662",02,Various,N/A,0,Various,Various,"Construction of 6-Classroom Buildings (Relocatable): (1) each at Creekside ES, Green Oaks ES, Dyer Kelly ES, Whitney ES, Pasadena ES and Schweitzer ES",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100064
5,Various,,,,,100129,,3/17/1998,,Various,"**Re-exam Fee for $500.00 paid on 3/18/14(ch)**
CAMBRIDGE HEIGHTS ELEM - 5555 FLEETWOOD DRIVE, CITRUS HEIGHTSDEL DAYO ELEM - 1301 McCLAREN DRIVE, CARMICHAELClosed #3 5/30/03 - nd",0,5/16/2014 11:43:05 AM,,"$60,878.83","$3,729,190.00",,,,"$2,667,803.00",34-69/H8,,,,,,02,N/A,Class 1,Various,"Construction of 1-Construction of 25 CR Buildings(relocatable) : 4 @ Kenneth Ave.,2 each @ Cambridge Heights Elem., Salk M.S., La Vista El., and Del Dayo El., and 1 each at Carmichael, Cowan,Littlejohn, Howe Ave., Arden M.S.,Churchill, Arcage, Cameron Ranch, Del Paso Manor,Barrett, Dewey, Will Rogers, and Sierra Oaks Elementary Schools.",School (K-12),,1/16/1998,,,,NA,,,00000,$0.00,$0.00,,,,100129,,34-69,,34,34-69,San Juan Unified School District,02  100129,,"$3,790,068.83",0,0,"**Re-exam Fee for $500.00 paid on 3/18/14(ch)**
CAMBRIDGE HEIGHTS ELEM - 5555 FLEETWOOD DRIVE, CITRUS HEIGHTSDEL DAYO ELEM - 1301 McCLAREN DRIVE, CARMICHAELClosed #3 5/30/03 - nd",02,Various,N/A,0,Various,Various,"Construction of 1-Construction of 25 CR Buildings(relocatable) : 4 @ Kenneth Ave.,2 each @ Cambridge Heights Elem., Salk M.S., La Vista El., and Del Dayo El., and 1 each at Carmichael, Cowan,Littlejohn, Howe Ave., Arden M.S.,Churchill, Arcage, Cameron Ranch, Del Paso Manor,Barrett, Dewey, Will Rogers, and Sierra Oaks Elementary Schools.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100129
0,Arden Middle School - 1640 Watt Avenue,,,,,111788,,2/16/2011,,Sacramento,"**Invoice #5107 for $2,656.50 paid on 08/31/2011 (aom)**",0,6/5/2012 10:06:19 AM,,"($12,006.00)","$418,000.00",,,,"$176,500.00",34-69,,,,,,02,67447-358,Class 4 & RBIP,Various (san Juan Unified School District),Construction of 3-Classroom Buildings (Relocatable) - 2 at Arden M.S. and 1 at Del Paso Manor E.S.,School (K-12),,2/16/2011,,,,NA,,,95864,$0.00,$0.00,,,,111788,,34-69,,34,34-69,San Juan Unified School District,02  111788,,"$405,994.00",0,0,"**Invoice #5107 for $2,656.50 paid on 08/31/2011 (aom)**",02,Various (san Juan Unified School District),67447-358,0,Arden Middle School - 1640 Watt Avenue,Various (san Juan Unified School District),Construction of 3-Classroom Buildings (Relocatable) - 2 at Arden M.S. and 1 at Del Paso Manor E.S.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111788
0,3738 Walnut Avenue,,,,,102182,,8/7/2000,,Carmichael,"**Re-exam Fee for $500.00 paid on 9/4/13(ch)**
entire scope constructed   GF 12/6/01",0,9/5/2013 1:11:30 PM,,$0.00,$0.00,,,,"$38,200.00",34-69,,,,,,02,N/A,Class 1,Various (san Juan Usd),CONSTRUCTION OF SHADE STRUCTURE,School (K-12),,4/25/2000,,,,NA,,,95608,$0.00,$0.00,,,,102182,,34-69,,34,34-69,San Juan Unified School District,02  102182,,$0.00,0,0,"**Re-exam Fee for $500.00 paid on 9/4/13(ch)**
entire scope constructed   GF 12/6/01",02,Various (san Juan Usd),N/A,0,3738 Walnut Avenue,Various (san Juan Usd),CONSTRUCTION OF SHADE STRUCTURE,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102182
0,3738 Walnut Avenue,,,,,102186,,8/16/2000,,Carmichael,"**Re-exam Fee for $500.00 paid on 11/14/13(ch)**
Final recommendation  1/18/2002   G.F.Portion scope constructed : Const. of 1 C.R. building (one at Leggette)  RelocatableClosed #3 2/22/03 - nd",0,4/23/2014 9:51:06 AM,,"$14,641.00","$73,622.00",,,,"$671,334.00",34-69/H8,,,,,,02,N/A,Class 1,Various (san Juan Usd),Construction of 1-CONSTRUCTION OF CLASSROOM BLDG @LEGGETTE(relocatable) ALTERATIONS TO ONE CR BUILDING(REHAB OF AZ9296 RELOC) @LEGGETTE ELEM.,School (K-12),,4/26/2000,,,,NA,,,95609-0477,$0.00,$0.00,,,,102186,,34-69,,34,34-69,San Juan Unified School District,02  102186,,"$88,263.00",0,0,"**Re-exam Fee for $500.00 paid on 11/14/13(ch)**
Final recommendation  1/18/2002   G.F.Portion scope constructed : Const. of 1 C.R. building (one at Leggette)  RelocatableClosed #3 2/22/03 - nd",02,Various (san Juan Usd),N/A,0,3738 Walnut Avenue,Various (san Juan Usd),Construction of 1-CONSTRUCTION OF CLASSROOM BLDG @LEGGETTE(relocatable) ALTERATIONS TO ONE CR BUILDING(REHAB OF AZ9296 RELOC) @LEGGETTE ELEM.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102186
0,3738 Walnut Avenue,,,,,102187,,3/19/2001,,Carmichael,Final recommendation and  Re-exam fee paid 3/4/10 (KU),,9/8/2010,,"$31,705.68","$451,672.00",,,,"$1,047,685.00",34-69,,,,,,02,N/A,N/A,Various (san Juan Usd),Construction of CONSTRUCTION OF 3  CLASSROOM BLDGS (RELOCATABLE) 1 48 X 40 & 1 24 X 40 @ PERSHING ELEM.1 @ 24 X 40 @ OTTOMAN ELEM,School (K-12),,4/26/2000,,,,NA,,,95609-0477,,,,,,102187,,34-69,,34,34-69,San Juan Unified School District,02  102187,,"$483,377.68",,,Final recommendation and  Re-exam fee paid 3/4/10 (KU),02,Various (san Juan Usd),N/A,,3738 Walnut Avenue,Various (san Juan Usd),Construction of CONSTRUCTION OF 3  CLASSROOM BLDGS (RELOCATABLE) 1 48 X 40 & 1 24 X 40 @ PERSHING ELEM.1 @ 24 X 40 @ OTTOMAN ELEM,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102187
0,3350 Becerra Way,,,,,102425,,10/18/2000,,Sacramento,"**Invoice #6844 for $565.82 paid on 7/21/14(ch)**
**Re-exam Fee for $500.00 paid on 5/29/14(ch)**
Entire scope constructed  GF 12/17/2001Further fee pending receipt of SSS-102 on 3rd contract  GF 12/17/01Closed #3 1/17/03 - nd",0,8/13/2014 3:31:24 PM,,"($1,000.00)","$416,868.00",,,,"$354,000.00",34-69,,,,,,02,N/A,Class 1,Various (san Juan Usd),"CONSTRUCTION OF TWO CLASSROOM BLDGS.(RELOCATABLE)( 1 @COWAN,1 @MISSION AVE.)",School (K-12),,7/11/2000,,,,NA,,,95821,$0.00,$0.00,,,,102425,,34-69,,34,34-69,San Juan Unified School District,02  102425,,"$415,868.00",0,0,"**Invoice #6844 for $565.82 paid on 7/21/14(ch)**
**Re-exam Fee for $500.00 paid on 5/29/14(ch)**
Entire scope constructed  GF 12/17/2001Further fee pending receipt of SSS-102 on 3rd contract  GF 12/17/01Closed #3 1/17/03 - nd",02,Various (san Juan Usd),N/A,0,3350 Becerra Way,Various (san Juan Usd),"CONSTRUCTION OF TWO CLASSROOM BLDGS.(RELOCATABLE)( 1 @COWAN,1 @MISSION AVE.)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102425
0,Various,,,,,100038,,9/22/1998,,Various,"STARR KING ELEM - 4848 COTTAGE WAY, DEL DAYO ELEM - 1301 McCLAREN DRIVE, ARDEN MIDDLE - 1640 WATT AVENUE, (CAMERON RANCH ELEM - 4333 HACKBERRY  HAS NOT BEEN BUILT)BARRETT (JOHN) MIDDLE - 4243 BARETT ROAD,",,10/7/2004,,$0.00,"$177,466.00",,,,"$82,500.00",34-69,,,,,,02,,Class 1,Various - San Juan Unified School District,"CONST. OF SEVEN CANOPIES (1 @ BARRETT MIDDLE, 2 @ ARDEN MIDD., 2 @ DEL DAYO ELEM. & 1 @ STAR KING ELEM.) (PORTION)",School (K-12),,12/3/1997,,,,NA,,,,,,,,,100038,,34-69,,34,34-69,San Juan Unified School District,02  100038,,$0.00,,,"STARR KING ELEM - 4848 COTTAGE WAY, DEL DAYO ELEM - 1301 McCLAREN DRIVE, ARDEN MIDDLE - 1640 WATT AVENUE, (CAMERON RANCH ELEM - 4333 HACKBERRY  HAS NOT BEEN BUILT)BARRETT (JOHN) MIDDLE - 4243 BARETT ROAD,",02,Various - San Juan Unified School District,,,Various,Various - San Juan Unified School District,"CONST. OF SEVEN CANOPIES (1 @ BARRETT MIDDLE, 2 @ ARDEN MIDD., 2 @ DEL DAYO ELEM. & 1 @ STAR KING ELEM.) (PORTION)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100038
0,Sacramento,,,,,108673,,2/15/2007,,Sacramento,"**Re-exam Fee for $500.00 paid on 7/12/13(ch)**
San Juan Unified School DistrictSunrise E.S. - 7322 Sunrise Blvd., Citrus Heights, CA 95610; Garfield E.S. - 3200 Garfield Ave., Carmichael, CA 95608; Lichen E.S. - 8319 Lichen Drive, Citrus Heights, CA 95621; Encina H.S. - 1400 Bell Street, Sacramento, CA 95621. Reopen Fee $150 paid on 08/28/2008 (aom)",0,8/19/2013 4:10:01 PM,,"$3,327.00","$42,467.00",,,,"$34,500.00",34-69,,,,,,02,67447-180A,Class 3,Various Sites,"Construction of one shade structure at: SunRise Elem., Garfield Elem., Lichen Elem., and Encina H.S.",School (K-12),,2/15/2007,,,,NA,,,95825,$0.00,$0.00,,,,108673,,34-69,,34,34-69,San Juan Unified School District,02  108673,,"$45,794.00",0,0,"**Re-exam Fee for $500.00 paid on 7/12/13(ch)**
San Juan Unified School DistrictSunrise E.S. - 7322 Sunrise Blvd., Citrus Heights, CA 95610; Garfield E.S. - 3200 Garfield Ave., Carmichael, CA 95608; Lichen E.S. - 8319 Lichen Drive, Citrus Heights, CA 95621; Encina H.S. - 1400 Bell Street, Sacramento, CA 95621. Reopen Fee $150 paid on 08/28/2008 (aom)",02,Various Sites,67447-180A,0,Sacramento,Various Sites,"Construction of one shade structure at: SunRise Elem., Garfield Elem., Lichen Elem., and Encina H.S.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108673
0,Various,,,,,111580,,9/1/2010,,Various,"1/25/19 Re-exam fee received (AR)
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/23/19  (DJD)",0,2/4/2019 2:08:21 PM,,$0.00,"$163,594.00",,,,"$225,000.00",34-69,,,,,,02,67447-339,Class 3,Various Sites (san Juan Unified School District),Construction of 5-Shade Structures,School (K-12),,8/30/2010,,,,NA,,,95608,$0.00,$0.00,,,,111580,,34-69,,34,34-69,San Juan Unified School District,02  111580,,"$163,594.00",0,0,"1/25/19 Re-exam fee received (AR)
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/23/19  (DJD)",02,Various Sites (san Juan Unified School District),67447-339,0,Various,Various Sites (san Juan Unified School District),Construction of 5-Shade Structures,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111580
0,.,,,,,111373,,5/4/2010,,.,"Re-exam requested, no fee due per policy 09-04 on 2/24/12 (KU); Invoice #4743 for $1,848.10 paid 8/23/10 (KU)",0,2/29/2012 1:12:42 PM,,"($28,289.00)","$489,000.00",,,,"$321,900.00",34-69,,,,,,02,67447-321,Class 4,Various Sites (san Juan Unified School District),"Relocation of 3-Classroom Buildings (Relocatable) :one 24x40 to Arden M.S., one 24x40 to Del Paso Manor, one 24x40 to Kingwood., 1-Toilet Building (Relocatable) 12x40 to Kingwood.",School (K-12),,5/4/2010,,,,NA,,,95608,,,,,,111373,,34-69,,34,34-69,San Juan Unified School District,02  111373,,"$460,711.00",0,0,"Re-exam requested, no fee due per policy 09-04 on 2/24/12 (KU); Invoice #4743 for $1,848.10 paid 8/23/10 (KU)",02,Various Sites (san Juan Unified School District),67447-321,0,.,Various Sites (san Juan Unified School District),"Relocation of 3-Classroom Buildings (Relocatable) :one 24x40 to Arden M.S., one 24x40 to Del Paso Manor, one 24x40 to Kingwood., 1-Toilet Building (Relocatable) 12x40 to Kingwood.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111373
0,10700 Fair Oaks Blvd,,,,,107591,,8/8/2006,,Fair Oaks,"8/4/08 note in FE Recomm screen says,",,10/15/2008,,"($5,778.00)","$816,457.15",,,,"$603,874.00",34-69,,,,,,02,67447-142,Class 3,Various Sites (san Juan Unified Sd),"Alteration to (4) Clsrm Bldgs @ Arcade M.S., (5) Clsrm Bldgs @ Salk & (4) Clsrm Bldgs @ King",School (K-12),,9/23/2005,,,,NA,,,95628,,,,,,107591,,34-69,,34,34-69,San Juan Unified School District,02  107591,,"$810,679.15",,,"8/4/08 note in FE Recomm screen says,",02,Various Sites (san Juan Unified Sd),67447-142,,10700 Fair Oaks Blvd,Various Sites (san Juan Unified Sd),"Alteration to (4) Clsrm Bldgs @ Arcade M.S., (5) Clsrm Bldgs @ Salk & (4) Clsrm Bldgs @ King",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=107591
0,10700 Fair Oaks Blvd,,,,,107592,,2/6/2006,,Fair Oaks,,,2/22/2008,,"$50,693.00","$1,575,000.00",,,,"$902,880.00",34-69,,,,,,02,67447-141,Class 3,Various Sites (san Juan Unified Sd),"Alteration to 3 C.R. Bldg/s @ Barrett M.S., 4 CR bldgs @ Churchill M.S., 4 CR bldgs @ Rogers M.S.",School (K-12),,9/23/2005,,,,NA,,,95628,,,,,,107592,,34-69,,34,34-69,San Juan Unified School District,02  107592,,"$1,625,693.00",,,,02,Various Sites (san Juan Unified Sd),67447-141,,10700 Fair Oaks Blvd,Various Sites (san Juan Unified Sd),"Alteration to 3 C.R. Bldg/s @ Barrett M.S., 4 CR bldgs @ Churchill M.S., 4 CR bldgs @ Rogers M.S.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=107592
0,10700 Fair Oaks Blvd,,,,,107593,,10/20/2006,,Fair Oaks,,,1/17/2008,,"$56,517.00","$925,550.00",,,,"$588,625.00",34-69,,,,,,02,67447-140,Class 3,Various Sites (san Juan Unified Sd),Alteration to 4 CR bldgs @ Carnegie M.S. & 5 CR bldgs @ Pasteur M.S.,School (K-12),,9/23/2005,,,,NA,,,95623,,,,,,107593,,34-69,,34,34-69,San Juan Unified School District,02  107593,,"$982,067.00",,,,02,Various Sites (san Juan Unified Sd),67447-140,,10700 Fair Oaks Blvd,Various Sites (san Juan Unified Sd),Alteration to 4 CR bldgs @ Carnegie M.S. & 5 CR bldgs @ Pasteur M.S.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=107593
